place_id,place_name,place_description,category,city,price,rating,combined
29,Selasar Sunaryo Art Space,"Selasar Sunaryo Art Space (SSAS) adalah galeri seni yang terletak di Bandung, Indonesia. Tempat ini menampilkan karya seni kontemporer dalam lingkungan yang indah. SSAS menggabungkan seni dan alam dengan instalasi seni di alam terbuka. Pengunjung dapat menikmati pameran seni, pertunjukan musik, dan acara budaya di sini.","Budaya,Taman Hiburan",Bandung,"Rp25,000",4.6,budayataman hiburan selasar sunaryo art space ssas adalah galeri seni yang terletak di bandung indonesia tempat ini menampilkan karya seni kontemporer dalam lingkungan yang indah ssas menggabungkan seni dan alam dengan instalasi seni di alam terbuka pengunjung dapat menikmati pameran seni pertunjukan musik dan acara budaya di sini bandung
30,Sendang Geulis Kahuripan,"Wilayah ini lebih tepatnya berada di RPH Cikalong Wetan, BKPH Padalarang Perum Perhutani BKPH Bandung Utara. Dilihat dari kawasannya, mengingatkan saya kepada salah satu objek wisata yang berada di jawa tengah. Lebih tepatnya berada di klaten, Umbul Ponggok namanya. Bagi Sobat Native yang sudah pernah ke Umbul Ponggok, objek wisata sendang ini hampir sama persis. Hanya saja, di kawasan ini digunakan secara serba guna. Maksud dari serba guna adalah. Sumber mata air yang keluar dari objek wisata ini digunakan juga oleh sebagian masyarakat sekitar sebagai tempat mencuci. Tunggu dulu, jangan merasa jijik dahulu. Sumber mata air yang menghasilkan sendang ini hampir setiap menit mengalir air-air bersih.","Budaya,Cagar Alam",Bandung,"Rp10,000",4.3,budayacagar alam wilayah ini lebih tepatnya berada di rph cikalong wetan bkph padalarang perum perhutani bkph bandung utara dilihat dari kawasannya mengingatkan saya kepada salah satu objek wisata yang berada di jawa tengah lebih tepatnya berada di klaten umbul ponggok namanya bagi sobat native yang sudah pernah ke umbul ponggok objek wisata sendang ini hampir sama persis hanya saja di kawasan ini digunakan secara serba guna maksud dari serba guna adalah sumber mata air yang keluar dari objek wisata ini digunakan juga oleh sebagian masyarakat sekitar sebagai tempat mencuci tunggu dulu jangan merasa jijik dahulu sumber mata air yang menghasilkan sendang ini hampir setiap menit mengalir airair bersih bandung
31,Situ Cileunca,"Situ Cileunca yang berlokasi di Warnasari, Pangalengan, Bandung, Jawa Barat adalah sebuah danau buatan dengan luas mencapai 1.400 hektar dengan latar belakang perbukitan dan pegunungan yang indah. Selain difungsikan sebagai objek wisata, Situ Cileunca juga berfungsi sebagai pembangkit listrik tenaga air (PLTA). Air yang berasal dari danau tersebut dialirkan melalui Sungai Palayangan. Sungai ini pula yang sering dijadikan sebagai arena ber-arung jeram. Kedalaman danau mencapai 17 meter, dan sebelum tahun 1918, ini merupakan hutan belantara yang kemudian diubah menjadi situ, yang berfungsi melayani kebutuhan air masyarakat.",Cagar Alam,Bandung,"Rp5,000",4.6,cagar alam situ cileunca yang berlokasi di warnasari pangalengan bandung jawa barat adalah sebuah danau buatan dengan luas mencapai 1400 hektar dengan latar belakang perbukitan dan pegunungan yang indah selain difungsikan sebagai objek wisata situ cileunca juga berfungsi sebagai pembangkit listrik tenaga air plta air yang berasal dari danau tersebut dialirkan melalui sungai palayangan sungai ini pula yang sering dijadikan sebagai arena berarung jeram kedalaman danau mencapai 17 meter dan sebelum tahun 1918 ini merupakan hutan belantara yang kemudian diubah menjadi situ yang berfungsi melayani kebutuhan air masyarakat bandung
32,Stone Garden Citatah,"Stone Garden, adalah sebutan nama untuk hamparan tanah yang diisi oleh formasi batuan tak beraturan yang indah dan membentuk taman alam.Bandung memiliki banyak wisata alam yang sangat luar biasa. Ternyata Bandung memiliki wisata alam gua, yaitu Gua Pawon dan wisata Stone Garden. Gua Pawon merupakan gua yang terbentuk pada zaman purba.Gua ini digunakan oleh manusia purba sebagai tempat berlindung. Dan uniknya di atas Gua Pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan luar biasa dikenal dengan nama Stone Garden -Taman Batu. Tidak kalah indah dengan wisata alam Tangkuban Perahu, Kawah Putih Ciwidey, dan Situ Patengan merupakan kawasan wisata alam yang sering dikunjungi oleh banyak wisatawan lokal maupun mancanegara.","Budaya,Cagar Alam",Bandung,"Rp15,000",4.4,budayacagar alam stone garden adalah sebutan nama untuk hamparan tanah yang diisi oleh formasi batuan tak beraturan yang indah dan membentuk taman alambandung memiliki banyak wisata alam yang sangat luar biasa ternyata bandung memiliki wisata alam gua yaitu gua pawon dan wisata stone garden gua pawon merupakan gua yang terbentuk pada zaman purbagua ini digunakan oleh manusia purba sebagai tempat berlindung dan uniknya di atas gua pawon terdapat hamparan bebatuan yang sangat indah dengan pemandangan luar biasa dikenal dengan nama stone garden taman batu tidak kalah indah dengan wisata alam tangkuban perahu kawah putih ciwidey dan situ patengan merupakan kawasan wisata alam yang sering dikunjungi oleh banyak wisatawan lokal maupun mancanegara bandung
33,Sungai Palayangan,"Sungai Palayangan terletak di Kawasan Objek Wisata Situ Cileunca Pangalengan Kab. Bandung, sekitar 45 Km atau kurang lebih 2 jam perjalanan dari pusat Kota Bandung. Adalah lokasi Arung Jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain.\nBerikut adalah kelebihan-kelebihan Arung Jeram di Sungai Palayangan :",Cagar Alam,Bandung,"Rp6,000",5.0,cagar alam sungai palayangan terletak di kawasan objek wisata situ cileunca pangalengan kab bandung sekitar 45 km atau kurang lebih 2 jam perjalanan dari pusat kota bandung adalah lokasi arung jeram yang paling populer di kawasan bandung selatan karena memiliki beberapa kelebihan dibandingkan dengan sungaisungai yang lainnberikut adalah kelebihankelebihan arung jeram di sungai palayangan  bandung
34,Taman Begonia,"Taman Begonia adalah taman bunga yang terletak di Lembang, Bandung, Indonesia. Taman ini menampilkan kebun bunga yang indah dan beragam, terutama begonia, dengan berbagai warna dan varietas yang menawan. Pengunjung dapat menikmati pemandangan bunga yang cantik dan mengambil foto yang menakjubkan di tengah-tengah kebun yang indah. Taman Begonia adalah tempat yang ideal untuk menghabiskan waktu santai dan menikmati keindahan alam serta keharuman bunga yang memikat.","Cagar Alam,Taman Hiburan",Bandung,"Rp25,000",4.4,cagar alamtaman hiburan taman begonia adalah taman bunga yang terletak di lembang bandung indonesia taman ini menampilkan kebun bunga yang indah dan beragam terutama begonia dengan berbagai warna dan varietas yang menawan pengunjung dapat menikmati pemandangan bunga yang cantik dan mengambil foto yang menakjubkan di tengahtengah kebun yang indah taman begonia adalah tempat yang ideal untuk menghabiskan waktu santai dan menikmati keindahan alam serta keharuman bunga yang memikat bandung
35,Taman Bunga Cihideung,Taman Bunga Cihideung mempunyai pesona alam yang sederhana namun mampu menghasilkan landscape yang menyita perhatian. Pesona dari kebun / taman bunga ini padahal hanya sebatas tumbuhan sejenis bunga. Lalu ada pula beberapa daya tarik lain sehingga membuat destinasi wisata alam ini masuk ke dalam list wisata Bandung. Salah satunya yaitu area spot foto yang sangat kekinian dan instagramable yang menjadi incaran utama wisatawan remaja. Khususnya bagi para influencer yang sedang mencari latar sempurna untuk sebuah konten.,Cagar Alam,Bandung,"Rp5,000",4.2,cagar alam taman bunga cihideung mempunyai pesona alam yang sederhana namun mampu menghasilkan landscape yang menyita perhatian pesona dari kebun  taman bunga ini padahal hanya sebatas tumbuhan sejenis bunga lalu ada pula beberapa daya tarik lain sehingga membuat destinasi wisata alam ini masuk ke dalam list wisata bandung salah satunya yaitu area spot foto yang sangat kekinian dan instagramable yang menjadi incaran utama wisatawan remaja khususnya bagi para influencer yang sedang mencari latar sempurna untuk sebuah konten bandung
36,Taman Hutan Raya Ir. H. Djuanda,"Taman Hutan Raya Ir. H. Djuanda adalah taman konservasi yang terletak di Bandung, Jawa Barat, Indonesia. Taman ini menawarkan keindahan alam yang meliputi hutan, air terjun, dan danau. Pengunjung dapat menikmati trekking, bersepeda, atau piknik di area yang luas. Taman Hutan Raya Ir. H. Djuanda juga menjadi tempat penelitian dan pelestarian flora dan fauna langka.","Budaya,Taman Hiburan",Bandung,"Rp15,000",4.6,budayataman hiburan taman hutan raya ir h djuanda adalah taman konservasi yang terletak di bandung jawa barat indonesia taman ini menawarkan keindahan alam yang meliputi hutan air terjun dan danau pengunjung dapat menikmati trekking bersepeda atau piknik di area yang luas taman hutan raya ir h djuanda juga menjadi tempat penelitian dan pelestarian flora dan fauna langka bandung
37,Taman Kupu-Kupu Cihanjuang,"Taman Kupu-Kupu Cihanjuang adalah taman wisata yang terletak di Bandung, Jawa Barat, Indonesia. Di taman ini, pengunjung dapat menikmati keindahan dan keunikan kupu-kupu yang berbagai jenis dan warna. Terdapat beragam tanaman dan bunga yang menjadi habitat bagi kupu-kupu. Taman ini memberikan pengalaman yang menenangkan dan edukatif tentang kehidupan kupu-kupu serta menjaga kelestarian alam.","Budaya,Cagar Alam",Bandung,"Rp10,000",4.1,budayacagar alam taman kupukupu cihanjuang adalah taman wisata yang terletak di bandung jawa barat indonesia di taman ini pengunjung dapat menikmati keindahan dan keunikan kupukupu yang berbagai jenis dan warna terdapat beragam tanaman dan bunga yang menjadi habitat bagi kupukupu taman ini memberikan pengalaman yang menenangkan dan edukatif tentang kehidupan kupukupu serta menjaga kelestarian alam bandung
38,Taman Wisata Alam Cikole,"Taman Wisata Alam Cikole adalah tempat wisata alam yang terletak di Lembang, Bandung, Indonesia. Taman ini memiliki luas sekitar 110 hektar dan menawarkan berbagai macam kegiatan seperti camping, hiking, off-road, dan flying fox. Pengunjung dapat menikmati keindahan alam, bermain air, dan menikmati kuliner khas daerah.","Budaya,Cagar Alam",Bandung,"Rp20,000",4.6,budayacagar alam taman wisata alam cikole adalah tempat wisata alam yang terletak di lembang bandung indonesia taman ini memiliki luas sekitar 110 hektar dan menawarkan berbagai macam kegiatan seperti camping hiking offroad dan flying fox pengunjung dapat menikmati keindahan alam bermain air dan menikmati kuliner khas daerah bandung
39,Taman Wisata Alam Ranca Upas,"Taman Wisata Alam Ranca Upas adalah sebuah tempat wisata alam yang terletak di Ciwidey, Bandung, Jawa Barat, Indonesia. Taman ini terkenal dengan keberadaan padang rumput yang hijau dan segar serta kawanan rusa yang berkeliaran. Pengunjung dapat menikmati suasana alam yang sejuk dan asri, serta melakukan berbagai kegiatan seperti camping, hiking, dan berkuda. Selain itu, di sini juga terdapat kolam pancing dan area piknik yang menyenangkan.","Budaya,Cagar Alam",Bandung,"Rp25,000",4.5,budayacagar alam taman wisata alam ranca upas adalah sebuah tempat wisata alam yang terletak di ciwidey bandung jawa barat indonesia taman ini terkenal dengan keberadaan padang rumput yang hijau dan segar serta kawanan rusa yang berkeliaran pengunjung dapat menikmati suasana alam yang sejuk dan asri serta melakukan berbagai kegiatan seperti camping hiking dan berkuda selain itu di sini juga terdapat kolam pancing dan area piknik yang menyenangkan bandung
40,Tebing Karaton,"Tebing Keraton atau Tebing Karaton merupakan sebuah tebing yang berada di dalam kawasan Taman Hutan Raya Ir. H. Djuanda. Tebing ini terletak di Kampung Ciharegem Puncak, Desa Ciburial, Bandung, Jawa Barat, Indonesia. Dari Tebing Keraton dapat menikmati pemandangan spektakuler. Bukan lampu kota, melainkan hutan!","Budaya,Cagar Alam",Bandung,"Rp15,000",4.5,budayacagar alam tebing keraton atau tebing karaton merupakan sebuah tebing yang berada di dalam kawasan taman hutan raya ir h djuanda tebing ini terletak di kampung ciharegem puncak desa ciburial bandung jawa barat indonesia dari tebing keraton dapat menikmati pemandangan spektakuler bukan lampu kota melainkan hutan bandung
41,Taman Nasional Ujung Kulon,"Taman nasional ini terkenal karena keindahan alamnya, termasuk hutan hujan tropis, pantai-pantai yang eksotis, dan keanekaragaman hayati yang melimpah. Selain itu, Taman Nasional Ujung Kulon juga menjadi tempat perlindungan bagi spesies langka seperti badak bercula satu.","Budaya,Cagar Alam,Taman Nasional",Banten,"Rp7,500",4.4,budayacagar alamtaman nasional taman nasional ini terkenal karena keindahan alamnya termasuk hutan hujan tropis pantaipantai yang eksotis dan keanekaragaman hayati yang melimpah selain itu taman nasional ujung kulon juga menjadi tempat perlindungan bagi spesies langka seperti badak bercula satu banten
42,Desa Wisata Mangunan,"Desa Wisata Mangunan terletak di Kabupaten Bantul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Mangunan yang mempesona. Di Desa Wisata Mangunan, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Bantul,"Rp5,000",4.7,desa wisata desa wisata mangunan terletak di kabupaten bantul yogyakarta indonesia desa wisata ini terkenal dengan keindahan alamnya yang asri terutama pemandangan dari bukit mangunan yang mempesona di desa wisata mangunan pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang menakjubkan bantul
43,Kawah Ijen,"Kawah ini terkenal karena keindahan pemandangan alamnya, terutama fenomena api biru yang muncul di malam hari. Selain itu, Kawah Ijen juga terkenal dengan kandungan belerangnya yang menghasilkan salah satu kawah dengan asap belerang terbesar di dunia.","Cagar Alam,Taman Nasional",Banyuwangi,"Rp7,500",4.7,cagar alamtaman nasional kawah ini terkenal karena keindahan pemandangan alamnya terutama fenomena api biru yang muncul di malam hari selain itu kawah ijen juga terkenal dengan kandungan belerangnya yang menghasilkan salah satu kawah dengan asap belerang terbesar di dunia banyuwangi
44,Desa Wisata Cinangneng,Desa ini menawarkan pengalaman yang autentik dalam mengenal kehidupan pedesaan serta keindahan alam dan budaya lokal.,"Budaya,Desa Wisata",Bogor,"Rp100,000",4.4,budayadesa wisata desa ini menawarkan pengalaman yang autentik dalam mengenal kehidupan pedesaan serta keindahan alam dan budaya lokal bogor
45,Kebun Raya Bogor,"Kebun raya ini memiliki luas sekitar 87 hektar dan merupakan salah satu kebun raya terbesar di Indonesia. Kebun Raya Bogor memiliki koleksi tumbuhan yang sangat beragam, termasuk berbagai spesies tumbuhan langka dan koleksi flora endemik Indonesia.",Cagar Alam,Bogor,"Rp20,000",4.5,cagar alam kebun raya ini memiliki luas sekitar 87 hektar dan merupakan salah satu kebun raya terbesar di indonesia kebun raya bogor memiliki koleksi tumbuhan yang sangat beragam termasuk berbagai spesies tumbuhan langka dan koleksi flora endemik indonesia bogor
46,Taman Wisata Alam Cibodas,"Taman Wisata Alam Cibodas adalah tempat wisata alam yang terletak di kawasan Puncak, Jawa Barat, Indonesia. Taman ini memiliki area seluas 1.300 hektar dengan berbagai jenis flora dan fauna. Pengunjung dapat menikmati pemandangan alam, berkemah, hiking, atau mengunjungi kebun bunga yang indah di dalamnya. Taman Wisata Alam Cibodas juga memiliki area peristirahatan yang nyaman bagi pengunjung.",Cagar Alam,Bogor,"Rp15,500",4.6,cagar alam taman wisata alam cibodas adalah tempat wisata alam yang terletak di kawasan puncak jawa barat indonesia taman ini memiliki area seluas 1300 hektar dengan berbagai jenis flora dan fauna pengunjung dapat menikmati pemandangan alam berkemah hiking atau mengunjungi kebun bunga yang indah di dalamnya taman wisata alam cibodas juga memiliki area peristirahatan yang nyaman bagi pengunjung bogor
47,Taman Wisata Alam Ciloto,"Taman Wisata Alam Ciloto adalah tempat wisata alam di Puncak, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah, udara sejuk, dan banyak flora dan fauna. Pengunjung dapat hiking, camping, dan melihat kebun bunga yang cantik. Taman ini juga terkenal dengan Istana Cipanas, dulunya menjadi kediaman Presiden Soeharto.","Budaya,Cagar Alam",Bogor,"Rp20,000",4.6,budayacagar alam taman wisata alam ciloto adalah tempat wisata alam di puncak jawa barat indonesia taman ini memiliki pemandangan indah udara sejuk dan banyak flora dan fauna pengunjung dapat hiking camping dan melihat kebun bunga yang cantik taman ini juga terkenal dengan istana cipanas dulunya menjadi kediaman presiden soeharto bogor
48,Taman Wisata Alam Gunung Geulis,"Taman Wisata Alam Gunung Geulis adalah tempat wisata alam yang terletak di kaki Gunung Salak, Bogor, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah dan udara yang sejuk dengan banyak jenis flora dan fauna yang dapat ditemukan di dalamnya. Pengunjung dapat melakukan berbagai kegiatan seperti hiking, camping, dan bermain air di sungai yang jernih. Taman Wisata Alam Gunung Geulis adalah tempat yang cocok untuk melepas penat dan menikmati keindahan alam yang masih alami.","Budaya,Cagar Alam",Bogor,Gratis,4.3,budayacagar alam taman wisata alam gunung geulis adalah tempat wisata alam yang terletak di kaki gunung salak bogor jawa barat indonesia taman ini memiliki pemandangan indah dan udara yang sejuk dengan banyak jenis flora dan fauna yang dapat ditemukan di dalamnya pengunjung dapat melakukan berbagai kegiatan seperti hiking camping dan bermain air di sungai yang jernih taman wisata alam gunung geulis adalah tempat yang cocok untuk melepas penat dan menikmati keindahan alam yang masih alami bogor
49,Taman Wisata Alam Gunung Pancar,"Taman Wisata Alam Gunung Pancar terletak di Bogor, Jawa Barat. Tempat wisata ini terkenal dengan keindahan alamnya seperti air terjun, danau, dan pemandangan pegunungan yang mempesona. ",Cagar Alam,Bogor,"Rp20,000",4.1,cagar alam taman wisata alam gunung pancar terletak di bogor jawa barat tempat wisata ini terkenal dengan keindahan alamnya seperti air terjun danau dan pemandangan pegunungan yang mempesona  bogor
50,Taman Wisata Alam Riung Gunung,"Taman Wisata Alam Puncak Bogor adalah sebuah tempat wisata alam yang terletak di daerah Puncak, Jawa Barat, Indonesia. Taman ini memiliki kebun bunga yang cantik dan udara yang sejuk. Di sini, pengunjung dapat menikmati pemandangan pegunungan dan aktivitas seperti bersepeda, berjalan-jalan, dan memetik buah. Taman Wisata Alam Puncak Bogor merupakan tempat yang cocok untuk melepas penat dan menikmati keindahan alam.","Budaya,Cagar Alam",Bogor,"Rp5,000",4.5,budayacagar alam taman wisata alam puncak bogor adalah sebuah tempat wisata alam yang terletak di daerah puncak jawa barat indonesia taman ini memiliki kebun bunga yang cantik dan udara yang sejuk di sini pengunjung dapat menikmati pemandangan pegunungan dan aktivitas seperti bersepeda berjalanjalan dan memetik buah taman wisata alam puncak bogor merupakan tempat yang cocok untuk melepas penat dan menikmati keindahan alam bogor
51,Taman Wisata Alam Kampoeng Air Kragilan,"Taman Wisata Alam Kampoeng Radjawali adalah tempat wisata alam yang terletak di Boyolali, Jawa Tengah, Indonesia. Taman ini memiliki konsep kebun buah-buahan dan terdapat berbagai macam tanaman seperti jeruk, rambutan, dan durian. Di sini, pengunjung dapat menikmati buah segar, berjalan-jalan, atau bersepeda di sekitar kebun. Selain itu, terdapat juga wahana flying fox dan kolam renang yang menyegarkan.","Budaya,Cagar Alam",Boyolali,"Rp10,000",3.4,budayacagar alam taman wisata alam kampoeng radjawali adalah tempat wisata alam yang terletak di boyolali jawa tengah indonesia taman ini memiliki konsep kebun buahbuahan dan terdapat berbagai macam tanaman seperti jeruk rambutan dan durian di sini pengunjung dapat menikmati buah segar berjalanjalan atau bersepeda di sekitar kebun selain itu terdapat juga wahana flying fox dan kolam renang yang menyegarkan boyolali
52,Taman Hutan Raya Ngurah Rai,Taman Hutan Raya Ngurah Rai terletak di Bali dan memiliki luas sekitar 15 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna khas Pulau Bali. ,"Cagar Alam,Taman Nasional",Denpasar,"Rp10,000",4.2,cagar alamtaman nasional taman hutan raya ngurah rai terletak di bali dan memiliki luas sekitar 15 hektar tempat wisata ini terkenal dengan keanekaragaman flora dan fauna khas pulau bali  denpasar
53,Taman Nasional Kelimutu,"Taman Nasional Kelimutu terletak di Pulau Flores, Nusa Tenggara Timur, Indonesia. Taman nasional ini terkenal dengan danau tiga warna (Kelimutu) yang mempesona dan keindahan alamnya. Di Taman Nasional Kelimutu, pengunjung dapat menikmati panorama pegunungan yang hijau dan beragam fauna, seperti burung-burung endemik Flores.","Cagar Alam,Taman Nasional",Ende,"Rp200,000",4.7,cagar alamtaman nasional taman nasional kelimutu terletak di pulau flores nusa tenggara timur indonesia taman nasional ini terkenal dengan danau tiga warna kelimutu yang mempesona dan keindahan alamnya di taman nasional kelimutu pengunjung dapat menikmati panorama pegunungan yang hijau dan beragam fauna seperti burungburung endemik flores ende
54,Gunung Papandayan,"Gunung Papandayan adalah gunung berapi aktif yang terletak di Garut, Jawa Barat, Indonesia. Gunung ini menawarkan pemandangan alam yang spektakuler dengan kawah berwarna-warni, sumber air panas, dan hamparan padang edelweiss. Pengunjung dapat melakukan pendakian untuk menikmati keindahan alamnya. Gunung Papandayan juga dikenal dengan aktivitas geologinya yang menarik. Tempat ini cocok bagi para pecinta alam dan pendaki yang mencari petualangan dan keunikan alam pegunungan.","Cagar Alam,Taman Nasional",Garut,"Rp30,000",4.6,cagar alamtaman nasional gunung papandayan adalah gunung berapi aktif yang terletak di garut jawa barat indonesia gunung ini menawarkan pemandangan alam yang spektakuler dengan kawah berwarnawarni sumber air panas dan hamparan padang edelweiss pengunjung dapat melakukan pendakian untuk menikmati keindahan alamnya gunung papandayan juga dikenal dengan aktivitas geologinya yang menarik tempat ini cocok bagi para pecinta alam dan pendaki yang mencari petualangan dan keunikan alam pegunungan garut
55,Desa Wisata Nglanggeran,"Desa Wisata Nglanggeran terletak di Kabupaten Gunungkidul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Nglanggeran dan gua-gua yang ada di sekitarnya. Di Desa Wisata Nglanggeran, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.",Desa Wisata,Gunungkidul,"Rp5,000",4.5,desa wisata desa wisata nglanggeran terletak di kabupaten gunungkidul yogyakarta indonesia desa wisata ini terkenal dengan keindahan alamnya yang asri terutama pemandangan dari bukit nglanggeran dan guagua yang ada di sekitarnya di desa wisata nglanggeran pengunjung dapat melakukan berbagai aktivitas seperti hiking camping atau sekadar menikmati keindahan alam yang mempesona gunungkidul
56,Bumi Perkemahan Cibubur,"Bumi Perkemahan dan Graha Wisata Pramuka Cibubur (Buperta Cibubur) adalah kawasan perkemahan yang terdapat di Cibubur, Ciracas, Jakarta Timur. Kawasan ini memiliki luas 210 hektar dan sudah berkali-kali menjadi lokasi pelaksanaan Jambore Nasional sejak tahun 1973. Buperta Cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet. Pihak pengelola juga bekerja sama dengan TNI AD dan TNI AU dalam pengelolaan Buperta Cibubur.Buperta Cibubur dapat diakses dari Terminal Kampung Rambutan dengan angkutan umum jurusan Kranggan atau Mekarsari Jonggol.",Taman Hiburan,Jakarta,"Rp10,000",4.5,taman hiburan bumi perkemahan dan graha wisata pramuka cibubur buperta cibubur adalah kawasan perkemahan yang terdapat di cibubur ciracas jakarta timur kawasan ini memiliki luas 210 hektar dan sudah berkalikali menjadi lokasi pelaksanaan jambore nasional sejak tahun 1973 buperta cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet pihak pengelola juga bekerja sama dengan tni ad dan tni au dalam pengelolaan buperta cibuburbuperta cibubur dapat diakses dari terminal kampung rambutan dengan angkutan umum jurusan kranggan atau mekarsari jonggol jakarta
57,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.","Budaya,Cagar Alam",Jakarta,"Rp25,000",4.2,budayacagar alam suaka margasatwa muara angke adalah sebuah kawasan konservasi berdasarkan sk menteri kehutanan ri nomor 097kptsii1988 29 februari 1998 di wilayah hutan bakau di pesisir utara jakarta secara administratif kawasan ini termasuk wilayah kelurahan kapuk muara kecamatan penjaringan kotamadya jakarta utara jakarta
58,Pantai Ancol,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.","Bahari,Taman Hiburan",Jakarta,"Rp25,000",4.4,baharitaman hiburan pantai ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota jakarta wisatawan dapat menikmati suasana segar pantai lagoon festival indah beach pool dan carnaval serta danau impian berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan panjang garis pantainya yang kurang lebih 65 km menjadi tempat berbagai aktivitas wisata wisata pantai ini merupakan bumd penghasil pendapatan asli daerah kedua terbesar bagi provinsi dki jakarta jakarta
59,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend","Bahari,Cagar Alam",Jakarta,"Rp5,000",4.6,baharicagar alam pulau bidadari merupakan salah satu resor di kabupaten kepulauan seribu jakarta sebelum bernama pulau bidadari pulau ini memiliki dua nama yaitu pulau sakit dan pulau purmerend jakarta
60,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,"Rp150,000",4.0,baharicagar alam pulau pari adalah sebuah pulau yang terletak di kepulauan seribu di daerah khusus ibukota jakarta indonesia jakarta
61,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di perairan tropis yang mempesona. Pulau ini dikenal karena keindahan pantainya yang berpasir putih, air laut yang jernih, dan terumbu karang yang berwarna-warni. Pulau Pelangi juga menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang. Pengunjung dapat menikmati kegiatan seperti snorkeling, menyelam, atau hanya bersantai di pantai yang indah ini.","Bahari,Cagar Alam",Jakarta,"Rp900,000",4.8,baharicagar alam pulau pelangi adalah sebuah pulau yang terletak di perairan tropis yang mempesona pulau ini dikenal karena keindahan pantainya yang berpasir putih air laut yang jernih dan terumbu karang yang berwarnawarni pulau pelangi juga menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang pengunjung dapat menikmati kegiatan seperti snorkeling menyelam atau hanya bersantai di pantai yang indah ini jakarta
62,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,"Bahari,Cagar Alam",Jakarta,"Rp5,000",4.2,baharicagar alam pulau pramuka merupakan salah satu pulau yang berada dalam gugusan kepulauan seribu pulau ini merupakan pusat administrasi dan pemerintahan kabupaten administrasi kepulauan seribu pulau pramuka termasuk ke dalam wilayah kelurahan pulau panggang jakarta
